squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,price
5457,32,0,0,12,5443,1,6,1992,547357.2
73337,30,0,1,5,90306,3,3,2005,7337758.5
95339,87,0,0,15,70589,9,4,2003,9535650.3
63237,8,1,0,49,23635,3,9,2009,6330589.9
30831,27,0,0,13,37790,8,10,1998,3084723.8
57897,21,1,0,96,98705,4,3,1993,5801637.3
87418,73,0,0,7,26313,8,1,1995,8743030.5
20640,17,0,0,91,21471,2,9,2015,2073310.5
35634,77,0,1,50,21065,7,4,1998,3568972.8
87156,49,1,0,44,94383,9,2,2019,8722474.9
80556,1,0,1,54,3902,5,6,1991,8062244.1
70942,36,1,1,28,34429,5,9,2019,7102693.9
38688,76,1,0,80,73628,4,7,2012,3877141.2
83937,30,0,0,85,50195,5,8,2012,8396191.2
92655,54,0,0,77,12209,7,4,1996,9267281.6
35110,28,1,1,84,7687,6,8,1995,3526172.5
61208,51,1,0,39,86241,2,6,2021,6126371.1
47781,49,0,0,37,16377,6,8,1993,4779776.3
23737,25,1,1,11,58841,3,6,2003,2380599.3
83460,34,0,0,69,23734,4,5,2017,8347291.7
55736,64,1,1,47,59881,10,5,2017,5582770.7
15429,27,1,1,46,73305,7,5,1991,1550188.1
74290,38,1,0,8,52850,5,6,2006,7433059.6
85256,68,0,0,45,56640,4,1,2019,8530096.9
9380,11,1,0,97,52987,10,4,2013,945451.3
13414,59,1,1,16,81829,4,6,2014,1350225.4
91716,7,1,1,97,69278,8,5,2006,9184104.6
95828,54,1,0,62,76615,6,10,1994,9589468.4
98478,7,0,1,19,44583,5,7,2007,9852730.7
70874,99,1,1,51,11943,8,7,2011,7097321.1
78217,78,0,0,73,34686,3,1,2003,7828401.3
81101,65,0,1,87,46040,4,4,2017,8118370.7
46883,49,0,0,53,80204,8,2,2009,4691844.9
69319,38,0,0,89,39675,1,1,2019,6936067.9
95288,45,1,1,80,81916,6,1,2010,9543817
50589,75,0,0,52,82206,10,3,2008,5061508.8
65155,69,1,0,46,26367,1,4,1994,6521547.4
6049,99,0,0,37,21569,7,7,2000,608869
25386,30,1,0,35,96357,3,10,2001,2543209.1
1270,53,0,0,66,78847,7,8,1991,131117.1
88561,37,1,0,49,11254,6,4,1994,8860454.4
71676,13,1,1,49,34,5,7,2009,7178514.9
82016,15,0,0,93,96050,5,4,2014,8211272.4
21698,75,1,1,59,79997,1,1,2001,2179801.1
476,14,0,1,52,24467,4,4,2019,57103.9
16114,98,1,1,25,32522,7,2,2020,1620468
55707,7,0,0,33,55496,5,7,2014,5573001.4
53633,48,1,0,43,58011,5,3,2010,5370339
29578,2,0,0,5,71220,4,4,2003,2959100.3
51757,95,0,1,23,1745,5,6,2009,5178222.9
80386,41,1,1,4,46734,5,10,1994,8045146.4
60136,32,0,1,54,20364,5,3,1995,6020434.5
15850,99,0,1,96,87877,1,3,2010,1596900
29362,2,0,1,44,7356,1,1,2000,2940727
60366,51,0,1,26,88209,3,9,2005,6042370.5
9167,32,1,0,69,85421,4,3,1994,923577.4
18586,93,0,1,16,30288,6,5,1997,1862622.7
69443,27,0,1,30,60701,2,7,1993,6947198.3
21015,37,1,0,97,43938,5,6,1993,2107213.3
79337,83,0,0,70,55727,5,9,2016,7940161.6
84947,54,0,0,68,53510,5,7,2014,8498951.4
99665,16,1,1,52,17077,1,9,1990,9976093
25493,31,0,0,97,43440,2,4,2017,2555724.7
50580,57,1,1,76,7583,4,4,2008,5072667.8
71040,40,0,1,49,27973,4,3,2015,7110801.5
63320,3,1,1,3,13015,9,2,1993,6338701.3
50465,68,0,1,62,56602,7,6,1994,5051447.4
65919,40,1,0,82,30941,9,4,2013,6596228.3
76489,43,0,1,27,44513,9,7,1992,7655928.2
50093,89,0,1,5,46453,8,1,2009,5013597.9
50118,80,1,0,76,39767,3,1,1998,5016630.8
25309,28,1,0,53,64682,4,6,2012,2535294.2
98191,17,1,0,77,90287,8,5,2020,9828436
1607,10,1,0,46,50693,3,6,2004,167249.4
4410,37,1,0,37,84761,5,5,2004,444238.4
2374,41,1,1,85,46686,7,3,2018,249562.8
94990,23,0,1,47,26015,5,2,2018,9504433.8
18281,9,1,0,76,89508,4,3,2016,1840231.6
64879,80,0,1,12,40356,9,4,2021,6491104.1
54812,88,0,0,27,48822,2,7,1990,5482093
605,29,1,1,66,47766,10,2,2005,71250.5
27253,19,1,0,81,17039,5,5,2010,2736783
17357,42,0,0,20,39233,6,5,1998,1738079.8
54097,26,0,0,98,42242,2,9,2016,5416865.6
95281,22,1,0,8,17132,8,10,1990,9533000
69440,90,0,1,76,59457,7,9,2004,6950509.4
44395,1,1,0,1,15234,8,5,2012,4443692.2
48270,60,1,1,85,81900,6,10,2010,4838349
30572,24,0,0,56,32061,3,9,2008,3058110.8
63719,35,0,1,25,12297,7,1,1992,6375632.2
45827,61,1,1,60,26520,9,7,2006,4590725.6
70488,61,1,0,35,67659,3,7,2020,7054483
79822,67,1,0,30,76857,3,5,2003,7987847.3
27171,63,1,0,93,64977,9,7,1997,2724534.7
58330,58,1,1,2,26565,4,7,1992,5837640.2
87826,10,1,0,45,95822,9,8,1997,8790247.7
49389,13,0,0,10,64991,10,1,1993,4940959.3
56931,60,1,0,91,8545,9,7,1994,5704458.4
66503,73,1,1,13,15190,5,2,1990,6655758
88112,77,0,0,68,6319,5,3,2021,8813820.1
43587,83,0,0,26,7076,10,9,2005,4360172.5
86152,44,0,0,48,74404,10,3,1992,8619787.2
81573,98,1,0,57,30003,3,1,1992,8163076.2
72599,43,0,1,23,29526,9,3,2007,7262443.7
43876,42,0,0,43,78995,2,7,1993,4388329.3
10040,100,1,1,98,88378,10,3,1994,1010790.4
40177,38,0,0,12,47156,8,6,1991,4019219.1
21703,86,1,1,90,82410,8,4,2019,2183649.9
57236,87,0,1,96,11180,9,4,2020,5730262
17863,1,1,1,33,7350,10,8,2009,1795013.9
85272,89,1,0,34,1813,8,9,2005,8531221.5
91931,38,1,0,42,61701,8,8,2016,9197803.6
29411,26,1,0,53,64099,2,9,2017,2948395.7
37163,4,0,0,22,19102,4,5,2014,3718311.4
26440,41,0,1,58,94901,3,7,2016,2651410.6
9868,89,0,0,53,27902,5,1,2003,992632.3
55250,31,1,1,3,43094,7,3,1995,5534691.5
1121,9,1,1,80,18753,6,1,1990,126775
26528,31,1,0,49,78028,7,5,2012,2660108.2
18362,100,1,0,33,86705,9,4,2019,1842236.9
40581,99,1,1,82,48665,9,7,2008,4068225.8
89084,34,1,0,9,56568,10,5,2010,8911966
90643,77,1,0,55,46178,5,7,2012,9074993.2
70868,70,1,1,39,12324,10,8,2005,7096273.5
17252,90,0,0,23,58659,2,9,2000,1726850
45647,17,1,1,100,31458,9,4,2019,4580938.9
64654,34,1,0,33,12031,5,5,1992,6471114.2
87668,58,0,0,56,18473,7,7,2017,8769343.7
97688,60,0,1,25,42775,8,9,1990,9775672
5468,75,1,0,78,10625,6,7,2002,553320.2
63509,72,0,0,53,77958,6,1,2006,6356517.6
98262,60,0,0,14,79444,3,9,2001,9827936.1
67735,36,0,1,24,79577,1,5,2020,6777979
19728,97,1,0,85,49642,2,8,2018,1977828.8
39191,71,0,0,21,29174,9,9,2011,3921295.1
34585,34,0,1,99,41029,6,2,2018,3471454.8
56666,13,0,0,63,80634,8,9,2000,5671002
4920,96,1,1,67,72459,5,9,1993,498937.3
23043,69,0,0,55,20666,6,10,2007,2309235.7
86042,64,1,1,7,66703,3,3,2010,8610684
84978,63,1,1,65,50078,2,10,1990,8508647
66940,95,0,1,16,77329,7,7,2016,6700142.6
69592,68,1,0,10,94229,7,8,2000,6964235
46558,52,0,1,28,59297,2,5,2009,4663394.9
30925,18,1,1,83,91239,7,4,2016,3104280.6
39975,97,0,0,72,86063,6,8,2016,4005185.6
8808,9,1,1,15,13333,2,9,2014,887645.4
7131,88,1,1,20,22245,9,10,2005,719772.5
49063,35,0,0,81,53623,1,5,1991,4909260.1
79093,89,1,1,63,31911,9,9,2014,7915505.4
95157,76,0,1,86,13430,4,2,2002,9527400.2
43412,3,1,1,68,42196,1,5,2010,4352882
23127,72,1,1,98,75970,5,4,1995,2327821.5
63397,52,1,1,17,54284,5,8,2003,6344621.3
6078,67,0,1,22,19159,5,6,2004,614702.4
70367,63,1,0,19,82251,8,1,2015,7043100.5
31471,3,0,0,34,90619,5,3,2020,3149214
84503,53,1,1,10,75818,1,6,2004,8455991.4
25661,18,0,0,10,37780,10,6,2004,2567320.4
65823,2,0,1,40,30868,1,3,1999,6587187.9
40351,20,0,0,21,39793,10,7,2006,4037323.6
65816,36,0,1,56,48668,8,6,1999,6590874.9
9897,83,1,0,55,55819,3,7,1997,997040.7
74556,36,1,0,30,19713,2,5,2021,7461430.1
77324,66,0,1,96,49817,8,1,2000,7746689
19054,27,1,1,64,59992,5,10,2017,1915949.7
19467,61,0,0,69,64898,3,10,1995,1953949.5
23917,57,0,0,92,79479,9,2,1992,2396597.2
27581,56,0,0,54,43343,9,2,2008,2763880.8
7021,94,1,0,18,29269,9,9,1998,707889.8
86898,10,1,1,54,81981,8,5,2007,8700597.7
35752,37,1,1,88,40954,9,9,2004,3584645.4
80254,5,0,0,84,14987,9,1,2004,8032718.4
43729,50,1,1,78,86433,7,4,1990,4386441
14296,27,1,1,21,42471,6,2,1991,1438655.1
60263,14,0,0,29,71839,5,5,2002,6027298.2
56348,39,1,1,64,74517,10,6,1993,5645570.3
20462,4,0,1,27,61133,2,3,1999,2051424.9
35966,4,0,1,35,51110,6,8,2009,3600448.9
23790,55,1,1,70,90089,2,9,1997,2387891.7
62563,35,1,1,66,37064,7,6,1994,6268203.4
74693,98,1,0,57,69975,6,3,1997,7476380.7
69815,68,1,0,96,33939,9,3,2001,6994868.1
31372,70,0,1,71,45055,1,6,2000,3141888
47377,91,1,1,12,93863,6,4,2015,4742430.5
21748,5,0,1,29,75041,9,6,1991,2180962.1
74938,28,0,0,31,57629,3,10,2020,7496677
84747,97,0,1,86,50495,7,7,2014,8483566.4
52843,75,1,1,50,53689,6,7,2004,5291087.4
94638,50,0,0,32,80383,3,10,2014,9465407.4
57035,7,0,1,24,19018,7,2,1998,5710846.8
10031,44,1,0,2,46452,1,10,2004,1007605.4
87362,50,0,1,25,87149,9,3,1995,8743936.5
50571,39,1,1,24,80108,2,10,1998,5063431.8
69918,32,1,0,11,43369,8,5,2005,6995676.5
42217,74,1,1,83,58719,3,7,2009,4228208.9
76907,10,0,1,87,41867,6,10,1997,7694726.7
15500,92,0,1,98,81088,1,7,2020,1554517
53304,47,1,0,79,78668,5,3,2012,5337897.2
1973,1,1,0,21,19624,7,9,2000,201809
91112,51,1,1,9,59209,6,2,1991,9121414.1
76204,60,1,1,8,37849,1,5,1990,7628150
97471,74,1,0,90,32462,7,7,2013,9756243.3
88887,9,1,1,28,43521,4,7,1995,8897254.5
38490,14,1,0,8,11235,10,3,2017,3853460.7
72450,63,1,0,71,15715,9,10,2008,7250244.8
88367,5,0,0,7,36833,9,1,2018,8837449.8
30782,99,1,0,48,64577,1,5,2020,3082971
5033,58,0,1,28,57432,2,6,1991,508665.1
26519,33,1,1,42,19068,5,1,2014,2656599.4
65934,29,1,0,51,98414,2,7,2007,6597942.7
98106,98,0,0,3,47065,5,6,1992,9811465.2
6577,9,0,1,68,82346,10,7,2006,662852.6
18250,16,0,0,82,7383,7,10,2011,1829113.1
40783,48,0,1,80,81432,7,8,1992,4086725.2
33156,15,0,1,43,52491,8,3,1994,3323470.4
47523,89,0,0,89,48868,3,3,2006,4760526.6
79604,30,0,1,4,23402,2,3,2016,7965563.6
95762,64,1,0,63,24349,10,10,2004,9583086.4
31317,91,1,1,25,86804,8,2,1995,3142581.5
788,53,0,0,53,24590,7,4,2014,82042.4
41188,30,1,0,62,20895,8,9,2012,4122637.2
62282,35,0,0,44,12448,9,1,2010,6229623
45979,46,0,1,2,78140,10,5,2004,4600373.4
35828,77,0,0,3,85172,5,6,1998,3583375.8
84540,21,0,0,64,38246,5,3,2007,8455482.7
70288,78,1,0,28,15319,3,9,2011,7034567.1
44681,63,1,1,80,80786,2,7,1995,4480399.5
8856,96,1,1,38,77863,9,7,1996,895829.6
45730,11,0,1,99,22913,6,9,1998,4583276.8
59478,22,0,0,68,93765,2,8,1992,5950543.2
31692,7,1,0,36,37726,7,4,2007,3172857.7
58737,66,1,1,62,60814,4,3,2014,5882539.4
32100,79,0,1,39,34468,2,5,2017,3213786.7
67663,1,1,0,49,17835,2,10,2014,6775397.4
59810,64,0,1,56,25278,1,10,2016,5991500.6
86186,85,0,0,36,58102,4,8,2010,8620785
38030,53,0,0,4,13524,5,2,1990,3803961
48331,2,1,1,42,1284,5,8,2019,4839984.9
27856,34,0,1,98,93709,7,1,2016,2795386.6
70976,84,1,0,44,79617,10,7,2018,7101406.8
90180,91,1,0,63,1400,4,5,2014,9023962.4
54646,10,1,0,98,12446,4,4,2017,5479242.7
42024,72,0,1,9,22621,5,10,2003,4205806.3
8969,72,1,1,92,69766,5,3,2013,908919.3
38926,58,1,1,7,41410,8,2,2007,3902208.7
80419,55,0,0,31,72171,5,5,1998,8043741.8
5585,61,1,1,76,89016,3,10,2019,564773.9
91651,97,1,0,95,28499,9,8,2016,9172889.6
5443,17,0,1,39,35512,2,7,2000,549119
15355,1,1,1,30,10908,1,4,1992,1544783.2
6963,11,0,1,65,54919,3,1,1995,703519.5
77261,32,0,0,18,67401,10,6,1997,7727179.7
26694,68,0,0,72,75658,3,2,1994,2672253.4
79744,36,1,0,50,92605,4,8,2012,7979395.2
32084,20,1,0,71,72927,10,8,2015,3214809.5
93703,46,1,0,56,33926,6,1,2018,9377879.8
78984,62,1,1,89,57806,9,9,2014,7910102.4
369,25,0,0,92,58183,2,10,2003,39316.3
10697,16,0,0,95,41131,9,8,2009,1074445.9
13349,65,0,1,18,3147,1,3,2004,1339458.4
25791,74,0,1,10,65096,2,10,2015,2582155.5
96687,11,1,0,61,31414,8,6,2016,9676763.6
41083,69,1,0,62,90286,9,6,2017,4114499.7
63078,38,1,1,35,74374,3,1,2005,6316522.5
33935,12,0,0,86,30349,7,4,2015,3400557.5
30104,88,0,0,88,120,3,7,1996,3016757.6
44414,70,0,0,94,54108,8,1,2003,4449908.3
95116,9,1,0,28,92387,2,8,2000,9518424
16996,89,1,0,52,56372,6,2,2005,1708754.5
15290,77,0,0,97,58566,9,3,2009,1533827.9
57562,87,0,0,7,80004,7,5,2018,5756919.8
22786,23,0,0,81,51461,1,5,1991,2281031.1
84540,46,1,0,66,296,6,8,1990,8459024
41168,99,0,1,11,53471,6,6,1992,4123023.2
33622,77,0,1,73,93239,7,5,2014,3371927.4
66878,22,0,0,41,3743,9,5,2016,6692131.6
9815,96,1,1,24,19588,9,2,2010,989932
81392,34,0,1,10,91918,2,8,2009,8143562.9
95375,30,1,1,37,50519,9,1,1998,9545994.8
29917,70,1,1,39,26297,5,9,2011,2998840.1
16336,76,0,1,11,28105,1,8,2008,1636600.8
90836,97,0,0,40,53732,4,2,2011,9086961.1
60244,35,1,1,47,69892,6,10,1995,6034513.5
43030,81,1,1,85,73973,4,10,2010,4310671
5504,11,1,0,76,13791,8,4,1990,559951
37620,55,0,0,51,9302,9,8,1994,3764885.4
6313,18,1,1,74,27295,9,6,2004,640633.4
52251,53,0,1,10,19714,1,10,2005,5231126.5
75749,81,1,0,30,62511,5,3,2020,7579803
31113,93,1,1,93,79608,10,2,2020,3122972
18972,70,1,0,3,42286,3,3,2010,1902042
28769,22,1,0,80,17297,6,10,2021,2881959.1
44539,24,0,0,23,91046,2,4,2007,4454837.7
17643,18,0,0,1,34506,6,8,2004,1765047.4
52079,71,0,0,97,77966,10,10,1995,5217238.5
76906,77,0,1,6,61028,2,1,2019,7692420.9
88655,88,0,1,94,96284,4,9,2007,8875673.7
87554,16,1,1,77,30135,7,7,2010,8769996
7889,38,0,1,58,59730,5,7,2000,793852
33185,28,0,1,60,37437,5,8,1998,3325883.8
81860,68,1,0,65,95833,10,5,2000,8190448
16335,35,0,0,76,14675,10,6,2005,1635816.5
23164,79,0,0,76,59854,1,10,1992,2322369.2
50839,93,0,0,91,4337,1,3,2009,5091375.9
17432,49,1,1,15,81884,7,6,1993,1751212.3
94930,27,0,0,98,44331,3,6,2001,9499136.1
47601,29,0,1,69,16139,3,5,2001,4765720.1
57143,81,0,0,11,13745,8,9,2001,5716057.1
90614,77,0,1,16,95936,8,6,2016,9065677.6
43245,83,0,0,35,51501,4,8,2003,4325940.3
96666,95,0,1,9,25449,5,4,2008,9672165.8
49608,59,0,1,10,71685,5,7,1992,4965463.2
15385,69,1,0,93,98763,3,2,2013,1548993.3
14973,91,1,0,22,52038,3,2,2018,1501528.8
82285,19,0,0,22,73045,4,5,2014,8229649.4
89520,47,0,0,6,68457,3,3,2007,8952698.7
31454,12,0,0,57,53771,8,1,2012,3148909.2
63341,81,0,0,85,45352,10,6,1991,6338314.1
91166,100,1,1,8,89777,10,6,1995,9123483.5
86153,7,1,1,54,11435,9,9,2020,8627514
24519,54,0,1,3,5764,8,4,2001,2456369.1
17458,69,1,0,51,97354,7,5,2008,1751679.8
48568,18,1,0,11,40071,2,3,2011,4860230.1
14881,68,1,0,88,9188,8,9,2007,1498063.7
61123,25,1,1,72,27146,5,4,1995,6123098.5
3854,7,1,0,25,32919,8,7,2009,393085.9
86908,90,0,0,56,28155,8,7,2014,8695385.4
55366,51,0,0,98,18443,4,3,2011,5540333.1
17051,46,1,1,43,67578,2,2,1993,1710016.3
14436,15,0,0,6,9002,9,2,2002,1444902.2
34220,50,1,1,33,30858,3,3,1996,3430761.6
95215,72,0,0,8,8349,7,9,2009,9522466.9
82140,63,0,0,10,51301,1,9,2003,8215500.3
5706,57,0,0,38,51600,4,7,2005,574164.5
35778,92,0,0,35,16239,6,8,2012,3580006.2
73323,43,0,1,5,8554,5,10,1990,7334601
97544,65,0,0,72,74577,2,2,2014,9760573.4
74037,75,1,0,84,185,5,10,1997,7410767.7
27244,95,0,0,91,51203,9,7,1996,2731619.6
7812,68,0,1,93,30594,4,6,2012,786725.2
95800,83,1,1,28,75731,1,9,1990,9591195
4442,11,1,0,46,10345,3,8,2016,450428.6
71399,40,0,0,74,34136,5,10,1996,7141237.6
8223,73,1,0,18,91132,10,4,2009,828761.9
49694,47,1,0,17,42649,4,8,2021,4973672.1
71661,54,0,1,64,30637,1,6,2014,7173346.4
98826,87,1,1,77,7899,7,2,2007,9894829.7
92000,54,1,0,6,559,6,8,2011,9203514.1
82274,36,1,1,69,30208,8,1,2013,8237371.3
28957,71,1,1,2,41445,1,9,1992,2903240.2
45273,66,1,0,3,1531,8,6,2007,4531464.7
27649,86,0,0,67,35839,9,10,1997,2770975.7
78681,23,1,1,87,56264,8,9,2015,7884526.5
30383,24,1,1,87,41613,9,8,2000,3049140
16205,33,1,0,53,74857,2,5,2000,1626165
35821,12,1,0,71,39266,6,10,2013,3589966.3
96601,97,1,0,37,21619,2,1,2015,9665463.5
34075,70,1,1,28,7956,2,2,1995,3415018.5
64246,31,1,0,90,7469,9,4,1995,6435521.5
8732,69,0,1,40,28331,2,7,1991,876520.1
15807,34,1,0,33,58996,7,2,2020,1587804
41409,100,1,1,9,85156,1,1,2003,4149403.3
84748,29,1,0,96,57674,8,9,2013,8480498.3
95514,64,0,1,83,88845,6,8,2016,9557636.6
19596,10,1,0,28,44541,8,10,1997,1965484.7
26886,88,0,1,10,48679,8,6,1991,2692355.1
5017,48,0,0,49,71704,1,5,1993,506461.3
817,80,0,1,26,96822,3,7,2003,87408.3
56381,5,1,1,91,50835,6,1,2009,5646091.9
45464,3,0,1,3,42973,5,5,2021,4549774.1
63992,5,1,0,39,50384,6,9,2005,6405553.5
81411,23,0,1,74,99433,10,1,1998,8149663.8
67053,15,0,0,33,72156,5,2,2019,6707304.9
13560,1,1,0,17,85418,4,3,2001,1361612.1
59993,13,1,1,67,83164,2,4,2015,6009243.5
95568,61,0,1,56,79841,2,8,1992,9562024.2
50873,95,0,0,38,10919,7,10,2018,5089609.8
56885,89,1,1,80,69885,1,4,2001,5699848.1
72193,49,0,1,82,53046,4,7,1992,7224575.2
39210,100,0,0,70,44287,6,9,2011,3923171.1
82468,24,0,1,1,92478,5,2,1999,8250786.9
64882,88,0,0,86,26142,5,7,1990,6493005
98864,37,1,0,55,32055,1,7,2006,9892826.6
71061,89,0,1,75,53656,9,4,2018,7118344.8
46585,73,0,0,91,10008,2,6,1990,4662821
41976,78,0,1,86,95137,6,7,1990,4205798
52165,3,1,0,3,77195,7,2,1998,5221495.8
89999,49,1,0,3,18801,9,4,2010,9004222
65611,61,0,1,23,88748,9,9,1999,6563935.9
16067,4,1,0,26,51833,6,7,2007,1610057.7
57970,2,1,1,53,59184,5,6,2013,5811905.3
50373,38,0,1,53,3519,8,3,2003,5043556.3
12079,66,1,1,70,60660,6,8,2020,1213149
36670,12,0,1,54,81486,1,9,2003,3676149.3
2122,89,1,0,67,80189,10,9,2000,219749
88458,5,0,1,36,25549,5,8,2012,8853221.2
70603,35,1,0,42,21908,8,1,2012,7065124.2
70091,62,1,1,86,37015,2,6,2009,7019102.9
3886,86,1,1,35,37090,2,5,2021,398355.1
64932,38,0,0,42,35842,1,9,2016,6496287.6
4434,79,1,1,29,8718,2,2,2009,453660.9
79441,54,1,0,84,84220,10,4,2011,7949525.1
53077,84,1,0,92,83232,4,2,2012,5317242.2
91526,63,0,1,3,92415,7,2,2008,9154926.8
91334,54,1,0,97,79832,9,4,1997,9142863.7
38674,79,1,1,97,49531,4,3,2015,3881695.5
83033,36,1,0,75,75420,1,9,2006,8313113.6
76692,42,1,0,28,24738,1,10,1997,7673297.7
9468,3,0,1,18,84321,10,3,1996,952050.6
1347,45,1,1,39,52035,7,7,1998,142485.8
74970,60,1,1,82,91777,2,5,2000,7509123
87957,56,0,1,46,75631,2,9,2014,8800891.4
31560,74,1,0,17,88534,10,10,2004,3159643.4
23804,58,0,1,39,80200,1,1,2008,2386532.8
21765,79,1,1,35,98079,4,10,1990,2184139
11192,18,1,1,100,80973,8,10,2005,1129884.5
91569,74,1,1,40,59784,1,10,1996,9166813.6
23554,69,1,1,31,18992,3,3,1990,2365037
95444,10,0,1,10,95204,1,5,1992,9547388.2
35447,94,0,0,57,66046,8,5,2017,3550859.7
87502,32,0,1,89,59722,6,9,2009,8761066.9
56188,31,1,1,56,11214,1,1,2018,5627165.8
58234,22,0,1,9,88730,3,9,2005,5826681.5
11130,77,1,1,98,56168,8,2,2021,1123958.1
84920,20,1,1,67,9914,4,7,2008,8498090.8
52593,7,0,1,24,4624,9,6,1997,5266675.7
71830,84,1,1,94,49715,10,5,2010,7198524
60443,27,1,0,29,75789,9,5,2020,6050123
87140,89,1,0,35,95671,1,4,2021,8719038.1
20466,54,0,1,17,27952,9,8,1992,2050714.2
98983,28,1,0,94,87042,4,4,1995,9907159.5
97600,92,0,0,60,25026,7,7,2004,9766250.4
84478,54,0,1,85,94529,9,7,2002,8455893.2
94293,2,1,0,63,75139,6,5,2014,9434658.4
79363,63,0,1,21,23353,5,9,2020,7939687
82102,34,1,0,13,7782,2,9,2006,8212467.6
68916,19,0,0,13,90143,4,3,2013,6893475.3
79078,60,1,0,90,38332,10,3,1998,7911742.8
78304,100,0,0,82,68157,3,4,2010,7838249
16318,7,1,0,66,60177,1,3,2018,1641389.8
32263,76,0,1,92,27952,8,1,2018,3235937.8
95800,34,1,0,20,34604,7,8,2021,9585132.1
26659,18,1,1,88,78689,10,8,1990,2677314
74995,94,0,0,57,65876,7,5,2021,7505553.1
18399,88,0,1,1,70170,4,3,2000,1841652
14099,88,1,1,4,94875,9,4,2019,1417841.9
59805,45,1,0,74,16122,2,10,2001,5986841.1
83388,97,0,0,72,45858,1,4,2016,8339971.6
34049,10,0,0,79,26771,7,5,2002,3413350.2
80863,57,0,0,31,98619,9,3,2013,8089383.3
48854,79,1,0,83,42705,7,9,2002,4890551.2
93002,53,0,0,52,65917,4,2,1992,9302663.2
68895,50,0,1,2,24554,6,3,1995,6891689.5
50058,72,0,0,96,45126,10,2,2005,5009004.5
93342,7,1,0,41,54075,3,1,2020,9340733
87586,41,0,0,4,42095,5,3,1997,8759529.7
59564,62,1,1,17,72033,1,3,2000,5962905
94512,89,1,0,39,15527,8,1,2002,9457140.2
35145,44,0,0,8,17127,3,2,2008,3515730.8
36050,56,0,0,90,33708,6,8,1991,3611909.1
69630,70,1,1,76,87049,10,1,1999,6973784.9
7019,33,0,0,99,82546,6,4,2008,705568.8
3633,11,1,1,32,68732,3,1,1992,375162.2
17193,18,0,1,72,88316,9,4,2018,1724888.8
72730,58,0,0,38,37518,2,10,1993,7276501.3
50152,39,1,0,70,1849,10,7,2015,5018454.5
88898,53,1,1,52,71476,9,6,2018,8902046.8
48819,75,1,0,90,29459,2,2,2005,4887042.5
92649,31,0,0,77,56098,10,8,1991,9271774.1
42485,1,0,0,40,23782,7,7,2017,4251851.7
65867,37,0,0,92,67725,6,2,1994,6593211.4
2372,41,1,0,5,60320,1,1,2003,241014.3
60514,46,1,1,35,76413,2,1,2019,6059360.9
93564,16,1,1,66,13427,4,10,2019,9370487.9
40622,96,1,0,94,51135,5,1,2009,4071155.9
24490,36,0,0,87,31922,3,6,2009,2452012.9
24386,69,1,0,71,96258,9,6,1997,2445795.7
83072,42,0,1,20,96852,4,9,2014,8312353.4
65741,88,0,0,78,81087,1,3,2000,6575564
48867,40,0,0,56,67928,1,6,2013,4889559.3
18148,96,0,1,39,50444,4,5,2020,1821559
20444,13,0,1,31,6108,1,3,1993,2049492.3
95591,85,0,0,43,56924,6,9,2003,9560516.3
46572,89,0,0,18,40052,4,4,1993,4658899.3
12849,48,1,0,21,27000,10,5,2021,1290147.1
21370,67,0,1,67,11,8,8,1999,2142261.9
13131,22,0,1,46,35636,1,7,2003,1321934.3
4489,54,1,1,2,80868,10,2,1996,453812.6
59286,77,0,1,95,25140,5,3,1991,5940315.1
38370,20,0,1,73,14234,6,5,2018,3840886.8
44479,4,1,0,19,58162,6,3,2001,4453151.1
27738,12,0,1,44,24970,9,4,2008,2780182.8
82680,89,1,1,27,39905,9,7,2017,8273795.7
52687,35,1,0,43,96309,2,4,2004,5271994.4
77043,22,1,1,83,61124,10,6,1993,7709349.3
58041,71,1,0,29,15169,10,6,2016,5810358.6
56147,70,1,0,100,22279,3,7,2016,5621340.6
96006,26,1,1,17,31832,5,7,2003,9609774.3
92541,5,0,0,31,70718,5,3,1992,9255462.2
20978,10,0,0,86,90537,2,5,1996,2100765.6
9210,87,0,1,42,10294,5,7,1990,926256
87699,92,1,0,73,39608,6,7,2000,8777421
81260,66,0,0,3,55551,5,5,1992,8127110.2
94015,33,0,0,99,45177,2,5,1992,9409921.2
33979,59,0,1,3,73305,9,7,1994,3402494.4
81065,95,0,1,80,31317,8,4,2020,8116681
61028,63,0,0,14,16006,6,8,2006,6104386.6
31419,80,1,0,6,51100,7,3,2009,3147602.9
70080,72,0,0,98,87769,7,7,2014,7018061.4
58314,75,0,1,13,32662,6,6,2003,5836299.3
92128,90,1,0,100,82984,7,9,2019,9223230.9
61615,54,0,0,27,11018,6,8,2004,6162767.4
92722,79,1,0,73,83194,4,3,2019,9283890.9
35755,7,1,0,20,37565,2,4,2013,3578043.3
59834,90,1,1,50,64277,10,6,2018,5992116.8
76297,88,1,1,69,32290,7,4,1993,7637924.3
89286,14,0,0,73,19140,2,9,2016,8933700.6
46367,47,1,0,84,34945,10,8,2017,4648492.7
7591,98,0,1,59,48020,3,2,1996,765416.6
37965,3,0,0,28,85595,9,1,1990,3799673
3155,53,1,1,16,3192,1,7,2015,323586.5
9845,75,0,1,82,89809,1,8,2002,988800.2
6363,36,0,0,75,46886,10,1,2013,643101.3
